"borough","closuretype","editdate","gispropnum","name","omppropid","parkdistrict","propertyname","red_sign_installed","status","subpropertyname","system","yellow_sign_removed","polygon","approx_date_closed","approx_date_reopened"
"X","Completely Locked","2020-07-06T12:44:33.000","X201","Seton Park Dog Run","X201","X-08","Seton Park","true","Reopened",,"X201-DOGAREA0027",,"POLYGON ((-73.9162091925375 40.88655336213479, -73.9161496548455 40.8867148553116, -73.91559790363887 40.886593658353036, -73.91514687879061 40.886511129484965, -73.91517331338927 40.88646111610076, -73.91533244624202 40.88648767931987, -73.91558198780699 40.886518596592815, -73.91563660510415 40.88652435461298, -73.91581555559118 40.886520196253905, -73.91598882686665 40.88653890673364, -73.9162091925375 40.88655336213479))","2020-04-17T12:24:01.000","2020-07-06T00:00:00.000"
"X","Completely Locked","2020-07-06T12:52:05.000","X039","Pelham Bay Park Dog Run","X039-ZN04","X-15","Pelham Bay Park","true","Reopened","South Meadow","X039-DOGAREA0012",,"POLYGON ((-73.82126657937097 40.85053221446886, -73.82126294090159 40.850546829243505, -73.82125627770729 40.85056081618994, -73.82124676388989 40.85057381718097, -73.82123463989399 40.850585499406016, -73.82122021722643 40.85059556438309, -73.8212038653971 40.85060375334204, -73.82096187055393 40.8506841036588, -73.82094326168719 40.85068576500279, -73.82092454276446 40.85068513711857, -73.8209061999609 40.850682236969746, -73.8208887074398 40.85067713823264, -73.82087251904368 40.850669973984914, -73.82085805526914 40.85066092948128, -73.8208456902285 40.8506502394316, -73.82083855147148 40.85064218243583, -73.82082988399185 40.85063504336964, -73.82081988775943 40.85062898823408, -73.82080879483327 40.850624156965765, -73.82079686462275 40.85062066162846, -73.82078437203397 40.85061858459398, -73.8207716098556 40.85061797314266, -73.82072085033117 40.850533313619046, -73.82120366112045 40.85038813076308, -73.82122159964241 40.85042317425396, -73.82121697714071 40.85042974879706, -73.82121390680382 40.850436828220914, -73.82121247932629 40.850444201950694, -73.82121273798637 40.850451652134204, -73.82121467270224 40.85045895903524, -73.82121822950675 40.85046590555128, -73.82122329985023 40.85047228620141, -73.82122973599999 40.85047791345383, -73.82123734747776 40.850482619521344, -73.82124590815104 40.85048626537738, -73.8212551645267 40.85048874347018, -73.82126004341718 40.85049576227192, -73.8212637519356 40.8505031826811, -73.82126663058605 40.85051271346165, -73.82126757918866 40.850522465474654, -73.82126657937097 40.85053221446886))","2020-04-22T13:16:05.000","2020-07-06T00:00:00.000"
"X","Completely Locked","2020-07-06T12:49:40.000","X047","Franz Sigel Park Dog Run","X047-ZN01","X-04","Franz Sigel Park","true","Reopened","Franz Sigel Park Zone 1","X047-DOGAREA0015",,"POLYGON ((-73.92601378337277 40.82299829839795, -73.92578800760292 40.82295907898716, -73.92582083880534 40.822768494793465, -73.92604787339715 40.82280294952326, -73.92601378337277 40.82299829839795))","2020-04-15T13:38:21.000","2020-07-06T00:00:00.000"
"X","Completely Locked","2020-07-06T12:45:37.000","X110A","Frank S. Hackett Park Dog Run","X110A","X-08","Hackett Park","true","Reopened",,"X110A-DOGAREA0022",,"POLYGON ((-73.90566504647302 40.901357051645114, -73.90562403853025 40.90148853468721, -73.90557193445152 40.901474196902385, -73.90556375650675 40.90147062879988, -73.90555642846388 40.90146612038652, -73.90555013886214 40.90146078617818, -73.90554504654239 40.90145476047697, -73.90554128064569 40.90144819827199, -73.9055389358818 40.90144126442938, -73.9055380748987 40.901434136395764, -73.9055387164275 40.90142699518375, -73.90556396694652 40.901335050331674, -73.90557220100271 40.90133001976033, -73.90558145880782 40.90132614804785, -73.90559146011367 40.90132355022667, -73.9056019033597 40.901322306193165, -73.90561247280401 40.90132245350935, -73.90562284920568 40.90132398651136, -73.90563271812728 40.90132685991799, -73.90564178299195 40.90133098704053, -73.90564976864016 40.90133624248711, -73.9056564343765 40.90134246757601, -73.90566157871062 40.901349474842284, -73.90566504647302 40.901357051645114))","2020-04-17T12:07:17.000","2020-07-06T00:00:00.000"
"X","Completely Locked","2020-07-06T12:44:52.000","X019","Ewen Park Dog Run","X019","X-08","Ewen Park","false","Reopened",,"X019-DOGAREA0007",,"POLYGON ((-73.91023102260864 40.88216985427031, -73.91006404904685 40.882379149630495, -73.90986545043397 40.88229608236971, -73.91008420125483 40.88210183695959, -73.91023102260864 40.88216985427031))","2020-04-17T11:43:47.000","2020-07-06T00:00:00.000"
"Q","Completely Locked","2020-07-06T09:30:42.000","Q066C","Triborough Bridge Playground C Dog Run","Q066C","Q-01","Triborough Bridge Playground C",,"Reopened",,"Q066C-DOGAREA0018",,"POLYGON ((-73.92203493112896 40.77402156354409, -73.92203078403303 40.774018569266545, -73.92196456782827 40.773970768058255, -73.92196376861231 40.77396339960025, -73.9219642451559 40.77395601489664, -73.92196516588885 40.7739526818575, -73.921965410334 40.77394928082268, -73.92196497247613 40.77394589103224, -73.92196386288417 40.773942590837244, -73.92196210752715 40.773939457698454, -73.92195974659579 40.77393656278285, -73.92195686763668 40.773933998901484, -73.92195351563034 40.77393179309992, -73.9219497663275 40.77392999585752, -73.9219457025999 40.77392864595213, -73.92194141917076 40.77392777676639, -73.92193701315146 40.77392740547575, -73.92192575368219 40.77392480439805, -73.92191525043815 40.77392077203175, -73.92190581599837 40.77391542565425, -73.92189772972316 40.77390892664525, -73.92189123421498 40.77390146787718, -73.92188652110741 40.773893271003956, -73.9218837322573 40.77388458015831, -73.92188294909212 40.773875654740536, -73.92188419617567 40.77386675951523, -73.92188743647625 40.77385815920516, -73.92192595898729 40.7738284966245, -73.92196725727295 40.77383887768462, -73.92199038102177 40.77384346069407, -73.92201417625299 40.77384513642867, -73.922038015213 40.77384386213951, -73.92206126769071 40.773839670719035, -73.92208331996682 40.773832673414866, -73.92210359258986 40.773823053538706, -73.92212154866812 40.77381106647144, -73.92213671520591 40.773797027070685, -73.92214869258301 40.77378130697529, -73.9221555292414 40.773773575371465, -73.92216400292862 40.773766846232576, -73.92217386466338 40.77376131660033, -73.92218482404746 40.77375714836876, -73.9221965587448 40.773754465589455, -73.92224163822263 40.77378700778597, -73.92224126531133 40.77379696799992, -73.92223878177647 40.77380675119134, -73.92223425306499 40.77381610166141, -73.92223429561712 40.77382226563429, -73.92223570522401 40.77382833687747, -73.9222384418182 40.773834138865226, -73.92224242741244 40.77383950765325, -73.92224754610417 40.77384428827663, -73.9222536523562 40.77384834376059, -73.92226057099285 40.773851558722384, -73.92226810430593 40.77385384027662, -73.92227603560329 40.7738551225403, -73.92228273567873 40.77385784477805, -73.92228873711215 40.77386138510167, -73.92229386826257 40.77386564434007, -73.92229798120677 40.77387049992516, -73.9223009600225 40.7738758131015, -73.92230271841663 40.77388143162593, -73.92230320682664 40.77388719427496, -73.9223024112281 40.7738929380481, -73.92230039231418 40.77389842075095, -73.92229720347157 40.77390357127969, -73.92229293252011 40.77390824831437, -73.92228770043411 40.773912321363575, -73.92228165067402 40.77391567706053, -73.92227495155244 40.7739182218663, -73.9222677903072 40.77391988566787, -73.92226036362523 40.77392062177161, -73.92225288000712 40.7739204105072, -73.92224554674063 40.77391925651692, -73.9222385675263 40.77391719325696, -73.92221542595203 40.773911608925836, -73.9221913710635 40.77390910459459, -73.92216710638176 40.7739097545792, -73.92214334382987 40.77391353864894, -73.92212077648294 40.77392034741122, -73.92210006554086 40.773929980501535, -73.92208181899558 40.77394215647449, -73.92206656911773 40.773956519092025, -73.92205476296812 40.773972648122715, -73.92204674580125 40.77399007013661, -73.92204702342315 40.77399677637136, -73.92204594007364 40.7740034348592, -73.92204351962944 40.7740098862272, -73.92203982031039 40.77401597832962, -73.92203493112896 40.77402156354409))","2020-04-09T14:19:23.000","2020-07-06T08:45:00.000"
"X","Completely Locked","2020-07-06T12:51:48.000","X002","Bronx River Park Dog Run","X002","X-14","Bronx Park","true","Reopened",,"X002-DOGAREA0029",,"POLYGON ((-73.8707908532998 40.85574079104193, -73.8707985899381 40.85574972538062, -73.87080429571861 40.855759500304906, -73.87080781578683 40.855769852697954, -73.87080905580368 40.85578050420244, -73.87080798312351 40.85579116482349, -73.8708046243915 40.855801549135094, -73.87079907147681 40.855811374485434, -73.87079147432398 40.85582037809857, -73.87078203858587 40.85582831437022, -73.87077101847662 40.85583497106862, -73.87075871084494 40.85584016752705, -73.8707454492271 40.85584376364197, -73.87073159079519 40.85584566256024, -73.8707175104223 40.85584581337372, -73.87070358645185 40.85584421020282, -73.87069019712754 40.855840898496204, -73.87067770282086 40.855835966005614, -73.87062193304487 40.85580657986451, -73.87057094477447 40.85577255072207, -73.87052540841327 40.85573432508041, -73.87048591598176 40.85569240248294, -73.87044695217827 40.85564092894891, -73.87041381848401 40.85558715308899, -73.87038674897396 40.855531454278136, -73.87036593499542 40.855474227150964, -73.87035152399663 40.85541587439646, -73.87035150472525 40.85539594829196, -73.87035589438705 40.85537630359292, -73.87036456854993 40.85535749756351, -73.87037728185476 40.855340065719645, -73.87039367042458 40.85532450292188, -73.87041327086169 40.85531125259049, -73.87043552383714 40.85530069050133, -73.87045979782445 40.85529311760859, -73.87048540216628 40.85528874925364, -73.8705116096195 40.85528770888726, -73.87053767533433 40.85529002628991, -73.87056285701667 40.855295636693874, -73.87058643865105 40.85530437900915, -73.87060775182835 40.855316005752165, -73.8706261887858 40.85533018576216, -73.87064122610387 40.85534651593373, -73.87065243535716 40.855364532935106, -73.87065949969883 40.855383723131844, -73.87066221619487 40.85540354240007, -73.8706605088507 40.855423426046535, -73.87065985902584 40.855476436369926, -73.87066511213345 40.85552929932637, -73.8706762309732 40.8555816357663, -73.87069313445403 40.85563307099256, -73.87070878848218 40.85566408886635, -73.87073068046703 40.855692848090236, -73.87075826507144 40.855718629457364, -73.8707908532998 40.85574079104193))","2020-04-21T12:11:13.000","2020-07-06T00:00:00.000"
"Q","Completely Locked","2020-07-06T16:47:47.000","Q393A","Landing Lights Dog Run","Q393A",,"La Guardia Landing Lights","true","Reopened",,,,"POLYGON ((-73.88981285770616 40.761772144138455, -73.889761895766 40.76152835322506, -73.89013204049324 40.7614958477156, -73.89018032022604 40.76172744921782, -73.88981285770616 40.761772144138455))","2020-04-10T11:12:02.000","2020-07-06T00:00:00.000"
"M","Completely Locked","2020-07-07T14:05:04.000","M263","Bellevue South Park Dog Run","M263","M-06","Bellevue South Park","true","Reopened",,"M263-DOGAREA0040",,"POLYGON ((-73.97832053294692 40.74004109591247, -73.97825939027356 40.740015392013625, -73.97853851290976 40.739622424260965, -73.97860177563874 40.73964842017141, -73.97840832230666 40.7399207785181, -73.97832053294692 40.74004109591247))","2020-04-06T00:00:00.000","2020-07-06T00:00:00.000"
"X","Completely Locked","2020-07-06T12:50:50.000","X247","Fox Playground Dog Run","X247","X-02","Fox Playground",,"Reopened",,"X247-DOGAREA0028",,"POLYGON ((-73.89822371990437 40.814956765044336, -73.89822348918867 40.814957271820845, -73.8982224500367 40.81495938617241, -73.89822134216855 40.81496148155288, -73.8982205221234 40.81496292972967, -73.8982201679588 40.81496355526286, -73.89821892740886 40.81496560640176, -73.89821762052149 40.81496763316867, -73.89821624848189 40.81496963556463, -73.89821481247814 40.81497161178968, -73.89821331369815 40.814973560043875, -73.89821175214205 40.81497548032719, -73.89821012899775 40.81497737083967, -73.89820815431183 40.814978946768136, -73.89820623290595 40.81498055966396, -73.89820488699999 40.81498174893353, -73.89820436478027 40.81498220952724, -73.89820255349332 40.814983894560086, -73.89820079786111 40.81498561386091, -73.89819910025561 40.81498736653137, -73.89819746186483 40.814989150771495, -73.89819588269012 40.814990965680806, -73.8981943639168 40.814992811260375, -73.89819290791948 40.814994684810756, -73.89819151469962 40.81499658543146, -73.89819018425845 40.81499851222202, -73.89818891896805 40.81500046428404, -73.89818771882965 40.815002440716995, -73.8981865850341 40.81500443792, -73.89818551757865 40.81500645769396, -73.89818451883929 40.81500849643913, -73.89818358644557 40.81501055415326, -73.89818272395595 40.81501262903856, -73.89818193018806 40.81501471929302, -73.89818120632708 40.815016824917656, -73.89818055237711 40.81501894321102, -73.8981799695249 40.81502107327361, -73.8981794565865 40.815023214203904, -73.89817901593518 40.81502536420304, -73.89817864757241 40.81502752237045, -73.89817835031701 40.81502968600366, -73.89817812416892 40.815031855102646, -73.8981779715002 40.815034028769034, -73.89817789113098 40.81503620339976, -73.89817788306134 40.81503837899481, -73.89817794610738 40.81504055465264, -73.89817808264371 40.815042727673934, -73.89817829148518 40.81504489805755, -73.89817857145053 40.81504706310102, -73.89817892372523 40.815049222805335, -73.8981793483132 40.81505137446905, -73.89817984402937 40.8150535180911, -73.89818040969386 40.815055650068395, -73.89818104767451 40.815057772204135, -73.8981817556077 40.81505987999367, -73.89818253230672 40.81506197433643, -73.89818337896106 40.815064052532065, -73.89818429557074 40.815066114580475, -73.89818527976924 40.81506815777811, -73.89818633037284 40.81507018122342, -73.89818744975338 40.81507218401802, -73.89818863435636 40.81507416525825, -73.89818925867995 40.81507514284943, -73.89817606253396 40.81507863863431, -73.89816379320271 40.81508372281351, -73.8981527803951 40.81509026060396, -73.8981433195127 40.81509807486895, -73.89799293216291 40.81500597499704, -73.89800218694165 40.814989570715326, -73.8980148069725 40.81497451835497, -73.89803046214745 40.81496121204092, -73.8980487394603 40.81495000079975, -73.8980691607981 40.81494118047128, -73.898091190072 40.814934981108, -73.8981142462547 40.81493156698658, -73.89813772710089 40.81493102672357, -73.89816101388605 40.81493337418019, -73.89818349629552 40.814938549384856, -73.89820458191153 40.81494641493916, -73.89822371990437 40.814956765044336))","2020-04-09T14:27:32.000","2020-07-06T00:00:00.000"
"Q","Completely Locked","2020-07-06T19:52:04.000","Q083","Overlook Dog Park / The Barking Lot","Q015-ZN01","Q-05","Jackie Robinson Parkway",,"UnderConstruction","The Overlook","Q083-DOGAREA0009",,"POLYGON ((-73.83631846029287 40.71079844104298, -73.83631203286772 40.71080194570313, -73.83630326500918 40.71080193323544, -73.83629826501107 40.71079811425628, -73.83629076442439 40.710792385336035, -73.83628202818221 40.710779982761636, -73.83627941658925 40.71075966799023, -73.83624822192165 40.7107119712054, -73.83620921489957 40.710658307307206, -73.83615846740173 40.710604625785415, -73.8360960356727 40.710527101847255, -73.83609608693537 40.71050625415696, -73.836096116228 40.71049434131969, -73.83611184466562 40.71046458106532, -73.83615885538721 40.710446778215356, -73.83622154936705 40.71041708478132, -73.83628817260339 40.71038144091188, -73.83640569791244 40.71033693356882, -73.83655067832123 40.71026863933344, -73.83669175953494 40.71019438339434, -73.83685627268787 40.71014100825685, -73.83700899178594 40.71010846304917, -73.83718520972882 40.710069994888, -73.83736143355091 40.710028548470696, -73.837522525519 40.71000439458019, -73.83767625801333 40.71002147175672, -73.83770487717098 40.71004338825835, -73.83769399289964 40.71007667026116, -73.83756074846627 40.71014796049188, -73.83743533191354 40.71021926162288, -73.83724206821522 40.710314352802186, -73.83709447804648 40.71036173701681, -73.83697695315577 40.71040624416239, -73.83683203849854 40.71044773437356, -73.83665566609031 40.71054874506395, -73.8365420187554 40.7106081490411, -73.83645575240733 40.71067354869872, -73.83636948707343 40.71073894829285, -73.83631846029287 40.71079844104298))","2020-04-09T14:17:15.000",
"B","Completely Locked","2020-07-07T12:20:29.000","B223B","DiMattina Park Dog Run - North","B223B","B-06","Dimattina Playground",,"Reopened",,"B223B-DOGAREA0033",,"POLYGON ((-74.00242395798611 40.68108973709552, -74.00214062720345 40.68101721079703, -74.00216224624064 40.68096653035232, -74.00217607239266 40.68091429486275, -74.00218192471937 40.68086119592955, -74.0021797240098 40.68080793685699, -74.00216950106096 40.68075522274666, -74.00213194015298 40.680610836792276, -74.00213663378419 40.68057366797843, -74.00242395798611 40.68108973709552))","2020-04-10T10:05:03.000","2020-07-06T00:00:00.000"
"B","Completely Locked","2020-07-07T12:20:14.000","B130","Greenwood Playground Dog Run","B130","B-07","Greenwood Playground",,"Reopened",,"B130-DOGAREA0031",,"POLYGON ((-73.97619088044168 40.64940914260359, -73.97619689342973 40.649406640409275, -73.97631639629977 40.64935691418357, -73.97651572018518 40.64928210673399, -73.97654144524823 40.649405952067575, -73.9765426232078 40.64941162736987, -73.97633265170596 40.649431067951305, -73.9762394057307 40.64950062181463, -73.97619088044168 40.64940914260359))","2020-04-10T10:07:50.000","2020-07-07T00:00:00.000"
"M","Completely Locked","2020-07-07T12:34:23.000","M098","Robin Kovary Run for Small Dogs","M098-ZN02","M-02","Washington Square Park","true","Reopened","Washington Square Park Eastern Half","M098-DOGAREA0029",,"POLYGON ((-73.9976848067244 40.73022459322579, -73.99768817791706 40.73022854832675, -73.99769067312 40.73023286271286, -73.99769222723044 40.73023742562042, -73.99769280237226 40.7302421190821, -73.99769238079301 40.73024682242935, -73.99769097433438 40.730251413193336, -73.99768862088028 40.73025577340809, -73.99768635388884 40.73025872612982, -73.99768246749393 40.73026247216691, -73.99767783298432 40.73026568959029, -73.997672575841 40.7302682937546, -73.99766683219816 40.730270213522424, -73.99766075476205 40.730271400269274, -73.99765450570824 40.73027182248063, -73.99764824957926 40.730271467552726, -73.99753769310261 40.730232495737816, -73.99752219677185 40.730227446254425, -73.99750703783421 40.73022183575948, -73.99749225180197 40.73021567776148, -73.99747787182005 40.730208985768954, -73.99746393103318 40.73020177509147, -73.9974504625859 40.73019406283945, -73.99743749725529 40.73018586612358, -73.99742506581828 40.73017720565622, -73.99741319550039 40.73016809944848, -73.99740191471095 40.73015857001379, -73.99739124949156 40.73014863896516, -73.99738122470004 40.73013832881605, -73.99737590634118 40.730132270073916, -73.99737409294443 40.730129452341544, -73.99737269741743 40.73012650044291, -73.99737146293735 40.73012211493843, -73.99737114823613 40.73011763670256, -73.99737176277907 40.73011317649805, -73.99737329117293 40.730108845987665, -73.99737569434961 40.730104750529854, -73.99737891430101 40.73010099368179, -73.9973828693446 40.73009766909442, -73.9973874624095 40.73009485781123, -73.99739257985296 40.73009263006926, -73.99739809264395 40.730091041696966, -73.99740291764498 40.730090232248735, -73.99740784087811 40.73008991357967, -73.9976848067244 40.73022459322579))","2020-04-06T00:00:00.000","2020-07-06T00:00:00.000"
"M","Completely Locked","2020-07-07T14:58:16.000","M086","Stuyvesant Square Dog Park","M086","M-06","Stuyvesant Square","true","Reopened",,"M086-DOGAREA0025",,"POLYGON ((-73.98391986317687 40.73317315010792, -73.98391815655616 40.73318118960605, -73.98391571008291 40.733189118238364, -73.98391253915594 40.733196896384506, -73.98384818481992 40.733290754540356, -73.98367651061976 40.73322127954583, -73.98364645320086 40.73320911572016, -73.98358676925882 40.73318496100421, -73.98365088438172 40.73310218191056, -73.98365636943826 40.73309535863859, -73.98366247591386 40.73308884973184, -73.98366917538944 40.733082686703945, -73.98367643234332 40.733076900167156, -73.98368421243742 40.73307152163418, -73.98369247423267 40.73306657541279, -73.98370117628936 40.73306208851222, -73.98371027480141 40.733058083439005, -73.98371972477975 40.733054579097214, -73.98372947886772 40.73305159439082, -73.98373948615848 40.73304914372072, -73.98374969692946 40.73304723968688, -73.98375535213857 40.73304650476963, -73.98376005909105 40.73304589218752, -73.98377052173848 40.73304510751894, -73.9837810304161 40.73304488927553, -73.9837915330362 40.73304524015145, -73.98380197751257 40.73304615653735, -73.98381230820756 40.73304763482333, -73.98382245158855 40.733050239617825, -73.98383232966853 40.73305337927597, -73.98384189391527 40.73305703938293, -73.98385109579743 40.73306120102129, -73.98385989151959 40.73306584347334, -73.98386823610268 40.73307094422017, -73.98387609048709 40.73307647894265, -73.98388341443051 40.73308241881903, -73.983890171242 40.73308873502802, -73.98389632896615 40.733095396947895, -73.98390185564817 40.7331023712556, -73.98390672643636 40.73310962372831, -73.98391091411175 40.73311711834212, -73.98391440092614 40.73312481727318, -73.98391716794721 40.733132684498614, -73.98391920216268 40.73314067949385, -73.98392049292706 40.73314876443599, -73.98392103551515 40.73315689700059, -73.98392082520061 40.73316503936566, -73.98391986317687 40.73317315010792))","2020-04-06T00:00:00.000","2020-07-06T00:00:00.000"
"M","Completely Locked","2020-07-06T15:17:12.000","M072","Riverside Park Dog Run (W. 142nd St.)","M072-ZN26","M-14","Riverside Park","true","Reopened","Riverside Dr. Pedestrian Zone F","M072-DOGAREA0021",,"POLYGON ((-73.95441012913088 40.82518712812838, -73.9544006396847 40.82519747107083, -73.95435324896562 40.8252496891704, -73.95420167430214 40.82540675114232, -73.95418060691925 40.82542858069144, -73.95416957719786 40.825430766313616, -73.9541583487698 40.825432299896946, -73.95414698921205 40.82543317246331, -73.95413556728525 40.825433377736545, -73.95412415293109 40.82543291574445, -73.95411281490458 40.82543178831534, -73.95410162314192 40.825430003581594, -73.95409472370805 40.82542847449528, -73.95409064402217 40.825427570574575, -73.95406756712218 40.82541869150364, -73.95404490910396 40.825409214665946, -73.95402269485488 40.825399150877615, -73.95400095281785 40.82538851185666, -73.95397970906377 40.825377311121194, -73.95398690366004 40.8253737057064, -73.95398825789947 40.82537304078054, -73.95399056793211 40.82537190797826, -73.95399373820241 40.82536963369081, -73.95399630891335 40.82536695934402, -73.95399819583785 40.82536397225243, -73.95399933370551 40.82536077504659, -73.95399968450931 40.825357473069204, -73.95399923750259 40.8253541788781, -73.9540323664584 40.82533803539712, -73.95406499435455 40.825321312688345, -73.95409710340218 40.82530402065054, -73.95412867581284 40.82528616828202, -73.95415969498387 40.82526776458161, -73.95427139120768 40.82519862745429, -73.9542531547718 40.82518077059734, -73.95426748913094 40.825170444897, -73.95431969114968 40.82513265197615, -73.95441012913088 40.82518712812838))","2020-04-06T00:00:00.000","2020-07-06T00:00:00.000"
"X","Completely Locked","2020-07-06T12:45:09.000","X020","Fort Independence Playground Dog Run","X020","X-08","Fort Independence Playground",,"Reopened",,"X020-DOGAREA0008",,"POLYGON ((-73.89464998638445 40.88153523239838, -73.89465228628966 40.881544607669525, -73.89468134417282 40.881540501853166, -73.8946790442637 40.88153112658256, -73.89509968769914 40.88147168760151, -73.89544152789593 40.881421248132604, -73.89545807328957 40.881448911681396, -73.89537338515807 40.881472001776, -73.89529221657521 40.88150148846096, -73.89521540326052 40.881537068137774, -73.89514373832765 40.881578373236216, -73.89502110195959 40.88164389556725, -73.89489541119255 40.881708813460406, -73.89478233186937 40.881755180070556, -73.8945829172498 40.8818235639008, -73.89445876010431 40.88186586878268, -73.89433766290944 40.881898316897924, -73.89431057690713 40.88190231547445, -73.89423566909264 40.88191337417505, -73.89411878464539 40.88191016392649, -73.89405805354552 40.88189826588911, -73.89401489146725 40.88189159057154, -73.89398860511103 40.881886665078184, -73.89405780056353 40.881867906631285, -73.8940854638026 40.88184936937732, -73.89410870904796 40.88182761692596, -73.894126899409 40.88180324751956, -73.89413953313714 40.88177693246375, -73.89414626264457 40.88174939363228, -73.8941469040163 40.881721389968206, -73.89412594472479 40.88160927989285, -73.89464998638445 40.88153523239838))","2020-04-09T14:30:56.000","2020-07-06T00:00:00.000"
"M","Completely Locked","2020-07-07T12:37:30.000","M391","East River Esplanade Waterfront Dog Run","M391-ZN01","M-01","East River Waterfront Esplanade","true","Reopened","East River Waterfront Esplanade Zone 1","M391-DOGAREA0045",,"POLYGON ((-74.00589950932688 40.70435656880514, -74.00584035623959 40.70439464635184, -74.00544494002234 40.70464917551763, -74.00543386463774 40.704609268971154, -74.00543156453506 40.70456852093187, -74.00543810132007 40.7045280381261, -74.00545329638938 40.70448892548848, -74.00547673802909 40.70445224743987, -74.00550778614809 40.70441900267317, -74.00554559594262 40.70439009623717, -74.00558913801127 40.70436631522241, -74.00563752966771 40.70434821708222, -74.00568919009616 40.70433646106326, -74.00574269346879 40.70433137141644, -74.00579656542943 40.70433308869325, -74.00584932214 40.704341566141984, -74.00589950932688 40.70435656880514))","2020-04-06T00:00:00.000","2020-07-06T00:00:00.000"
"X","Completely Locked","2020-07-06T12:51:27.000","X118","Soundview Park Dog Run","X118-ZN04","X-09","Soundview Park","true","Reopened","Soundview Park Zone 4","X118-DOGAREA0023",,"POLYGON ((-73.87748385052834 40.81894288786228, -73.87751115977625 40.81892272502545, -73.87754237162991 40.818906150306134, -73.87757667809188 40.818893592380455, -73.8776131907554 40.8188853762828, -73.87765096571387 40.81888171352677, -73.87772545062425 40.81888179253805, -73.87780619945507 40.81888604834254, -73.87783441914505 40.818889651418004, -73.8778418636313 40.81889190604595, -73.87784870784895 40.818895074042246, -73.87785475875138 40.81889906695382, -73.87785984585784 40.81890377203792, -73.87786382598632 40.81890905677004, -73.87786658680297 40.81891477244919, -73.87786805155528 40.81892075870567, -73.8778681790654 40.81892684710291, -73.87786696490896 40.81893286474066, -73.87786444258225 40.818938644162, -73.87786068587454 40.81894402245497, -73.87785579700343 40.81894884754366, -73.87784991608568 40.818952984501806, -73.8778432080988 40.818956315538806, -73.87783586049545 40.818958748102, -73.87779674926753 40.81897164680346, -73.8777605485736 40.818988760203034, -73.8777280414046 40.81900972083035, -73.87769992794166 40.819034073779484, -73.8776768160422 40.819061293808176, -73.87765920581565 40.81909079342516, -73.87764427021928 40.81911162498945, -73.8776299095585 40.819124045616945, -73.87761297571933 40.819134428387706, -73.87759396354788 40.81914246855726, -73.87757342584013 40.81914793348277, -73.87755196385908 40.81915066261289, -73.8775302036129 40.819150575567335, -73.87750878043664 40.8191476766228, -73.8774883188516 40.81914204928877, -73.8774694183388 40.8191338571928, -73.87745262845192 40.81912334135253, -73.87743843935914 40.81911080665791, -73.87742726643562 40.81909662095434, -73.87741943607227 40.81908119701742, -73.87742020466308 40.819038457532436, -73.87742185272313 40.819024058531994, -73.87742607357998 40.81900996483359, -73.87743278851282 40.81899644109951, -73.87744189873129 40.8189837078461, -73.87745321881368 40.818972041328365, -73.87748385052834 40.81894288786228))","2020-04-20T10:00:20.000","2020-07-06T00:00:00.000"
"X","Completely Locked","2020-07-07T15:11:27.000","X045","St. Mary's Park Dog Run","X045-ZN01","X-01","St. Mary's Park",,"Reopened","St Mary's Park Zone 1","X045-DOGAREA0014",,"POLYGON ((-73.91221621697598 40.80980571795927, -73.91198721197887 40.8095919911094, -73.91213031908303 40.809503468730995, -73.91235932423511 40.809717195299626, -73.91221621697598 40.80980571795927))","2020-04-09T12:34:22.000","2020-07-07T00:00:00.000"
"B","Completely Locked","2020-07-07T12:20:14.000","B431","Pier 6 Dog Run","B431-ZN06","B-02","Brooklyn Bridge Park",,"Reopened","Brooklyn Bridge Park Zone 6","B431-DOGAREA0043",,"POLYGON ((-74.00004416122805 40.69283152120093, -74.00003548326605 40.69283173012296, -74.00001234085032 40.69283023437583, -73.99998986096618 40.69282579034485, -73.99996868840019 40.69281852410236, -73.99994942771302 40.69280864546892, -73.99993263140821 40.69279643630628, -73.99991877981994 40.692782246014865, -73.99990826928153 40.692766480727386, -73.99990140266124 40.692749593403015, -73.9998983739823 40.69273206581696, -73.99989927315575 40.69271440135633, -73.9999040706005 40.69269710430825, -73.99991263262413 40.69268067085474, -73.99992471077539 40.692665571062555, -73.99993996195731 40.69265223807714, -73.99995794724386 40.692641053714524, -73.99997815317607 40.69263233675498, -74.00000000122617 40.69262633844043, -74.00002286436101 40.692623228967, -74.00004608952001 40.6926230992862, -74.00006901062893 40.69262595209972, -74.00009097226105 40.69263170456104, -74.00011134383375 40.692640194579006, -74.00012954445309 40.69265117631512, -74.00014505119496 40.69266433729307, -74.00015742040088 40.69267930019955, -74.00016629832562 40.69269563549153, -74.00017134541865 40.692712420144446, -74.0001727024645 40.6927296082325, -74.00017033160033 40.69274673148913, -74.00016429789201 40.692763327050436, -74.0001547646021 40.69277894195758, -74.00014199200731 40.69279315296832, -74.00012632556755 40.69280557376115, -74.00010819119416 40.692815867542684, -74.00008808105251 40.69282375425191, -74.00006654291435 40.692829020465865, -74.00004416122805 40.69283152120093))","2020-04-10T10:09:17.000","2020-07-07T00:00:00.000"
