"approx_date_closed","approx_date_reopened","bin","borough","closuretype","doittid","editdate","gispropnum","omppropid","parkdistrict","status","system","polygon"
,,"1079659","M",,"672783","2020-08-12T21:57:49.000","M144","M144-ZN05","M-03","Active","M144-ZN05-BLG1519","POLYGON ((-73.97394583168128 40.72194501132177, -73.97396202903279 40.72187610799685, -73.97397011381035 40.721877208446536, -73.97401575357625 40.72168305448988, -73.97400940388953 40.72168219036853, -73.9740257327083 40.72161272964647, -73.97409169837931 40.72162170638051, -73.97414569849514 40.72162905407015, -73.97412937098132 40.721698513908834, -73.97412377757318 40.72169775352229, -73.97407813811189 40.72189190752141, -73.97408542045113 40.721892898820684, -73.97407639946933 40.721931274704964, -73.97406922322348 40.72196180126235, -73.97400449047119 40.72195299318958, -73.97394583168128 40.72194501132177))"
,,"3392494","B",,"185871","2020-08-12T21:57:49.000","B008","B008","B-16","Active","B008-BLG1186","POLYGON ((-73.91435200352205 40.66188741402675, -73.91443696425355 40.6618746106712, -73.91446296773161 40.661974677417454, -73.91437800687766 40.661987480792014, -73.91435200352205 40.66188741402675))"
,"2020-06-21T13:04:51.000","4442398","Q",,"358987","2020-08-12T21:57:48.000","Q024","Q024-ZN01","Q-07","Reopened","Q024-ZN01-BLG0355","POLYGON ((-73.8037829134754 40.74921623594805, -73.80373526851082 40.74918508273384, -73.80368848395545 40.74915449108229, -73.80371298274555 40.749132820677545, -73.80372619968944 40.74912113028829, -73.80369632694963 40.74910159688263, -73.80376249590164 40.749043068530554, -73.80382713055991 40.7490853314267, -73.80382756783366 40.74908561673203, -73.80383292440767 40.74908087837495, -73.80390852405131 40.749130310835596, -73.80390769655894 40.7491310514457, -73.80390317220446 40.749135052806295, -73.8039678023155 40.74917731201282, -73.80395331511671 40.74919012590305, -73.80391190493765 40.749226754729825, -73.80390163222644 40.749235840479706, -73.80389637312778 40.749232402390284, -73.80387093565454 40.74921576901429, -73.80383321993949 40.74924912985524, -73.8037829134754 40.74921623594805))"
,,"1088312","M",,"720881","2020-08-12T21:57:48.000","M005","M005-ZN01","M-01","Active","M005-ZN01-BLG0633","POLYGON ((-74.01581866343848 40.70443858815196, -74.01582519110401 40.70436637613083, -74.01593128659981 40.70437193025912, -74.01592475904862 40.704444142286185, -74.01581866343848 40.70443858815196))"
"2020-05-12T14:39:35.000","2020-06-21T09:00:00.000","4521311","Q","Completely Locked","922722","2020-08-12T21:57:48.000","Q102","Q102-02","Q-05","Reopened","Q102-02-BLG0473","POLYGON ((-73.87742786447085 40.72061021054064, -73.87747334911505 40.720604679391904, -73.87749437731192 40.72070477640335, -73.87740654627142 40.72071545662258, -73.87738551820144 40.72061536049576, -73.87742786447085 40.72061021054064))"
"2020-05-12T14:39:34.000","2020-06-21T09:00:00.000","4068180","Q",,"368170","2020-08-12T21:57:48.000","Q102","Q102-ZN01","Q-05","Reopened","Q102-ZN01-BLG0397","POLYGON ((-73.8843830815867 40.71879026467625, -73.88442984410725 40.71863168037071, -73.88457857929757 40.718657069992304, -73.88457224323813 40.71867855612804, -73.88456262365173 40.71871118098948, -73.8847558107562 40.71874415852139, -73.88472500450511 40.71884863194085, -73.88443289790607 40.71879876868644, -73.8843830815867 40.71879026467625))"
"2020-05-12T14:39:33.000",,"4547741","Q","Completely Locked","18489","2020-08-12T21:57:48.000","Q004","Q004-01","Q-01","UnderConstruction","Q004-01-BLG0001","POLYGON ((-73.9226526177883 40.779587509201136, -73.9226625255582 40.77957874946022, -73.92266651355347 40.77958135638946, -73.92266679222712 40.77958111073937, -73.92270094821993 40.77955091279603, -73.92269790247443 40.77954892334421, -73.92270568282225 40.77954204422242, -73.92271151270558 40.77954585455619, -73.92271701622468 40.77954098833039, -73.92278099583555 40.7795828028243, -73.92272337073248 40.779633749739524, -73.92269114830675 40.7796126905905, -73.9226526177883 40.779587509201136))"
,,"1089101","M",,"298838","2020-08-12T21:57:47.000","M071","M071-ZN17","M-14","Active","M071-ZN17-BLG1476","POLYGON ((-73.96559368372479 40.81133628116059, -73.96562300062826 40.811279129019674, -73.96570980175085 40.811304826254506, -73.96568049676117 40.8113619811223, -73.96559368372479 40.81133628116059))"
"2020-05-12T14:39:31.000",,"1089582","M","Completely Locked","1197749","2020-08-12T21:57:47.000","M072","M072-01","M-14","Reopened","M072-01-BLG1494","POLYGON ((-73.95383676245616 40.82561760525484, -73.95387812780423 40.82556938135997, -73.95393825929523 40.82559914335926, -73.9538968939716 40.82564736817597, -73.95383676245616 40.82561760525484))"
,,"1084027","M","Completely Locked","94507","2020-08-12T21:57:47.000","M056","MR-14","M-09","Active","M056-01-BLG1502","POLYGON ((-73.95596723682006 40.810055190277126, -73.9559410721112 40.8100438961427, -73.9559342501385 40.81005302098142, -73.95586405700233 40.810022722095376, -73.95586937010243 40.81001561740034, -73.95585566750296 40.81000970218713, -73.95583821846265 40.81000217094465, -73.95586754549085 40.80996294748385, -73.95592705352269 40.80988335813382, -73.95605456284939 40.80993839660942, -73.95596723682006 40.810055190277126))"
,,"1090509","M",,"1283777","2020-08-12T21:57:47.000","M056","M056-ZN01","M-09","Active","M056-ZN01-BLG1500","POLYGON ((-73.95913960965694 40.802400527361, -73.95911098931468 40.802432224680125, -73.9591223881582 40.80243806935877, -73.95901006656446 40.80255763463927, -73.95893872965875 40.802520926528025, -73.95896558515204 40.8024899535255, -73.95894767274744 40.802481228517465, -73.95906385427341 40.802363126176814, -73.95913960965694 40.802400527361))"
,,"1089043","M",,"200728","2020-08-12T21:57:47.000","M081","M081-02","M-08","Active","M081-02-BLG1603","POLYGON ((-73.94507973862348 40.77362554257737, -73.9449534431103 40.77357282809909, -73.94495137137413 40.773575697912996, -73.94487277336194 40.77354289193164, -73.9448815548238 40.77353073303821, -73.94491715973734 40.77348143131434, -73.94500211165993 40.77351688957855, -73.94520065129853 40.7735997566087, -73.94515564726365 40.773662072517915, -73.94507704904895 40.77362926667636, -73.94507973862348 40.77362554257737))"
,,"1077362","M",,"67250","2020-08-12T21:57:47.000","M071","M071-ZN08","M-14","Active","M071-ZN08-BLG1490","POLYGON ((-73.97804415432773 40.79344034570867, -73.97797495688927 40.79341347599078, -73.97797237732706 40.79341731342939, -73.97789663078778 40.79338790030065, -73.97790142242499 40.793380772860374, -73.97795702999822 40.79329805996368, -73.9779617184877 40.79329108558613, -73.97803746494587 40.793320497772, -73.97803318663094 40.79332686079123, -73.97803015660163 40.793331368117386, -73.97804243034103 40.79333613410199, -73.97809935397727 40.79335823690203, -73.97804415432773 40.79344034570867))"
,,"1089158","M",,"303762","2020-08-12T21:57:46.000","M140","M140","M-14","Active","M140-BLG1471","POLYGON ((-73.95256630246152 40.82985580265312, -73.95258785510741 40.82982450040733, -73.95262616875677 40.82983972100911, -73.95267634343563 40.82976684834691, -73.95263712788686 40.82975127079522, -73.95265507511942 40.829725203433554, -73.95273958268136 40.82975877342773, -73.95264990821332 40.82988901484483, -73.95256630246152 40.82985580265312))"
"2020-05-12T14:39:24.000","2020-06-21T00:00:00.000","1031133","M",,"711974","2020-08-12T21:57:46.000","M071","M071-04","M-14","Reopened","M071-04-BLG1475","POLYGON ((-73.9847265173896 40.7834429077727, -73.98476812374464 40.78339241315469, -73.98483356296016 40.783423566530644, -73.98479195663522 40.78347406117203, -73.9847265173896 40.7834429077727))"
"2020-05-12T14:39:22.000","2020-06-21T00:00:00.000","1090022","M","Completely Locked","1269907","2020-08-12T21:57:46.000","M071","M071-31","M-14","Reopened","M071-31-BLG1493","POLYGON ((-73.96219823531251 40.814898160800304, -73.9622203122561 40.81484335117628, -73.9622924435238 40.81486012133347, -73.96227036663402 40.81491493097115, -73.96219823531251 40.814898160800304))"
,,"3347249","B",,"657491","2020-08-12T21:57:46.000","B073","B073_temp","B-19","Active","B073-ZN23-BLG1242","POLYGON ((-73.9651872617711 40.6609542106084, -73.96522979422402 40.66067854656358, -73.96525448644404 40.66068075578757, -73.96530174954756 40.66068498447125, -73.96530225856738 40.660681679729265, -73.96533157304471 40.66068430276743, -73.96537344884631 40.66068804982257, -73.9653503806401 40.66083756103021, -73.96532972571362 40.660971434589264, -73.96529593073333 40.66096841036982, -73.9652542498672 40.660964681355814, -73.96525493093635 40.66096026542882, -73.9651872617711 40.6609542106084))"
,,"1090508","M",,"1283773","2020-08-12T21:57:46.000","M071","M071-ZN13","M-14","Active","M071-BLG1473","POLYGON ((-73.97526297248741 40.796716614159635, -73.97502889492395 40.796639217068474, -73.97500090776931 40.79663340367952, -73.97499072964229 40.79663533484441, -73.97497290768965 40.796643071671454, -73.97496527143318 40.79665080440493, -73.97496017777468 40.796662406236884, -73.97491692391507 40.796656595813594, -73.97492456163508 40.79664499453703, -73.97493983342893 40.79663145614411, -73.97496019523308 40.796615991785664, -73.97497037527026 40.79661212635052, -73.97498607513512 40.79660717881137, -73.97500426020324 40.79660432366977, -73.9750238186922 40.79660440265092, -73.97503908392846 40.79660827450426, -73.97505943819436 40.796616013301986, -73.97507559138958 40.796587065731075, -73.9753037053144 40.79666054607789, -73.97528588307348 40.79669148162586, -73.9752960590478 40.79669535145328, -73.97531334879591 40.7967039819444, -73.9753291312549 40.79671276159323, -73.97534185032826 40.79672243297979, -73.97534947795491 40.79673790969802, -73.97535456034365 40.79675338046854, -73.9753545539007 40.796770783523634, -73.97535200482993 40.796784318389, -73.97534691266091 40.79679205259206, -73.97530875157402 40.796776574740235, -73.97531384374626 40.796768840538796, -73.97531893950165 40.79675143857356, -73.97529858947128 40.79673209238209, -73.97526297248741 40.796716614159635))"
,,"1083830","M",,"399906","2020-08-12T21:57:46.000","M010","M010-ZN18&19","M-13","Active","M010-BLG0684","POLYGON ((-73.96861596476381 40.77553274912132, -73.96860944330192 40.77551111907257, -73.96858984435424 40.77551453384079, -73.96854881615884 40.77552168254613, -73.96854056560524 40.77549431672013, -73.96851848807438 40.775421089919746, -73.96856859184703 40.775412360617366, -73.96858235515943 40.77540996273021, -73.96857301651711 40.775378988295266, -73.96866778049144 40.775362477270995, -73.96869630930411 40.77535750614561, -73.96869407161432 40.77535008269425, -73.96867768431211 40.77535293823736, -73.96863380111333 40.77520738705863, -73.96861114467308 40.77521133499638, -73.96860413596973 40.775188090212225, -73.9685785056393 40.775103076672536, -73.96873298258343 40.775076161244435, -73.96877924188746 40.77506810168133, -73.96877233130493 40.775045183816, -73.96877188778903 40.77504371137389, -73.96877272888845 40.77504356481989, -73.96883483163042 40.775032744083184, -73.96886760961608 40.77502703295065, -73.96887145344282 40.77503978420686, -73.96897377194807 40.77537915002828, -73.9689778121485 40.77539255239657, -73.96896382495433 40.77539498989276, -73.96900110343412 40.77551863263721, -73.96900584737548 40.77553436749538, -73.96901045648804 40.77554965386678, -73.9690143737027 40.77556264647166, -73.96894364383107 40.77557497061993, -73.96882664124878 40.77559535612233, -73.96878855808589 40.77560199242316, -73.9687208371607 40.77561379135605, -73.96867186105028 40.77562232472141, -73.96864441371508 40.77562710702933, -73.96861596476381 40.77553274912132), (-73.96887668607654 40.775401197867865, -73.9688551670575 40.775323460664, -73.96879389371362 40.775333263167376, -73.9687749986377 40.775336285538636, -73.96879651756778 40.77541402185679, -73.96886407908228 40.77540321428947, -73.96887668607654 40.775401197867865))"
,,"1085773","M",,"996078","2020-08-12T21:57:46.000","M010","M010-ZN09","M-13","Active","M010-ZN09-BLG0714","POLYGON ((-73.97789947456137 40.772097344797594, -73.97793963559197 40.77210616301582, -73.9778563920286 40.77232526555679, -73.97784773750574 40.77232336473229, -73.97783867642244 40.77234721191246, -73.97783154031812 40.772345644564965, -73.97774932531249 40.77232759164191, -73.977750672091 40.772324046621506, -73.97767392912819 40.772307195071654, -73.9776309655574 40.77232283478031, -73.97763381383638 40.772327695348146, -73.97763597977574 40.77233275479464, -73.97763743851911 40.772337959084865, -73.97763817468712 40.77234325058358, -73.97763818000736 40.772348571657126, -73.97763745449933 40.77235386377269, -73.9776360064735 40.77235907020021, -73.97763385134786 40.77236413240998, -73.97763352423648 40.77236469426039, -73.97763101283044 40.772368996376365, -73.97762752173637 40.77237360807514, -73.97762341717078 40.77237791798613, -73.97761874297622 40.77238187839117, -73.9776135501008 40.772385446075894, -73.97760789541374 40.77238858232968, -73.97760184052106 40.77239125204484, -73.97759545294882 40.772393427318846, -73.9775888014069 40.772395082950894, -73.97758195934027 40.77239620184569, -73.97757500019233 40.7723967723109, -73.97756800095857 40.772396786257026, -73.97756103744688 40.77239624549983, -73.97755418783298 40.77239515455705, -73.97754752436752 40.77239352604981, -73.9775411204841 40.77239137710204, -73.97753504724483 40.7723887320412, -73.97752937097215 40.77238561969637, -73.97752415324909 40.77238207339827, -73.97751944973422 40.7723781318794, -73.9775165889777 40.77237516326323, -73.97751531371526 40.77237383927488, -73.97751179018745 40.77236924241976, -73.97747888648986 40.77237797177318, -73.9774290759315 40.772367034422295, -73.97719364768369 40.77231533701063, -73.97719464474751 40.7723127149431, -73.97719675150526 40.7723071709628, -73.97721957015186 40.7722471101219, -73.97736013972767 40.77227797825632, -73.97747644316804 40.772303516803575, -73.97762499023683 40.772243813576985, -73.97765736873812 40.77223620880818, -73.97760129508261 40.77222389614915, -73.97764605424256 40.77210608842329, -73.97768387366422 40.77211439298961, -73.97766974504233 40.77209298439376, -73.97760791378109 40.77199929666067, -73.97760010956054 40.77198747153819, -73.97760113979966 40.771984759423155, -73.97743147103233 40.77194750221896, -73.97745632374824 40.771882087334944, -73.97766729383397 40.7719284142781, -73.9776679713151 40.77192856299246, -73.97775276014804 40.77204459571022, -73.97776214062992 40.77205743329192, -73.97777042121977 40.772068765920025, -73.97777033704655 40.77206898742756, -73.9778781859507 40.772092669802916, -73.97789947456137 40.772097344797594))"
,,"4532003","Q",,"734455","2020-08-12T21:57:45.000","Q004","Q004-ZN01","Q-01","Active","Q066A-BLG0630","POLYGON ((-73.9250753382928 40.77602066662403, -73.92500940426251 40.77593527857612, -73.92501852408405 40.775931208834976, -73.92502467604363 40.775939175984725, -73.92506082347495 40.77592304627851, -73.92505687514799 40.77591793245644, -73.92506924230541 40.77591241411309, -73.92507319063394 40.775917527034245, -73.92522765372166 40.77584859932188, -73.92522435476751 40.775844326996555, -73.92523710944386 40.77583863599009, -73.92524040839852 40.77584290831502, -73.92524664588737 40.77584012530533, -73.9252737421605 40.775828033818364, -73.92527003748923 40.77582323533754, -73.92528063042957 40.77581850916385, -73.92534469224329 40.77590147169126, -73.92534584303237 40.7759009582497, -73.92535372553665 40.7759111660536, -73.92534043990361 40.77591709536218, -73.92533653413726 40.775912037408474, -73.92530374552015 40.77592666914079, -73.9253080723781 40.77593227307326, -73.92529449400357 40.775938331859166, -73.92528659376292 40.77592810062667, -73.92527887213544 40.77591810003811, -73.92512581572674 40.77598640018152, -73.92514070183587 40.776005677912664, -73.92512685795451 40.776011855372644, -73.92512277003983 40.77600656226217, -73.92508924060292 40.7760215239364, -73.9250929854897 40.77602637377769, -73.92508031135624 40.77603202880031, -73.92507251167864 40.77602192819156, -73.9250753382928 40.77602066662403))"
,,"1083840","M",,"605002","2020-08-12T21:57:45.000","M010","M010_temp3","MR-15","Active","M010-ZN36-BLG0730","POLYGON ((-73.9591552971665 40.79119351136635, -73.95919974593403 40.790956389300796, -73.95920761525248 40.79091441075074, -73.95930067296086 40.79092448693159, -73.95933249546684 40.79092793267347, -73.95932748863082 40.790954646056406, -73.95929767696349 40.791113683737386, -73.95989864120868 40.79117875204785, -73.95990995245931 40.79111840713992, -73.95993345806933 40.790993000804285, -73.95995636297506 40.79099548063842, -73.96000519984604 40.791000768225146, -73.96004626708604 40.79100521473214, -73.9600553269253 40.79100619581599, -73.9600392267889 40.7910920889802, -73.96001278895339 40.79123313601187, -73.96000301232046 40.79128529771285, -73.95996844925459 40.79128155493986, -73.95915623904985 40.791193613456684, -73.9591552971665 40.79119351136635))"
,,"2123972","X",,"6391","2020-08-12T21:57:45.000","X092","X092_temp","X-13","Active","X092-ZN04-BLG0963","POLYGON ((-73.89396556798164 40.891138510808304, -73.89389747956199 40.89113490393125, -73.89389654488814 40.89114507225674, -73.89389615926885 40.89114505209159, -73.89380151417106 40.89114003669775, -73.89380220370624 40.891132540788945, -73.89381001677602 40.89104763037675, -73.89390460360299 40.89105264300881, -73.89390368222271 40.891062661866094, -73.89397301166645 40.891066334714466, -73.89397399098779 40.891055692773804, -73.89406740674548 40.89106064296372, -73.8940588706916 40.89115341306866, -73.89396465627614 40.89114842071603, -73.89396556798164 40.891138510808304))"
,,"2127311","X",,"1226347","2020-08-12T21:57:45.000","X092","X092-ZN12","X-13","Active","X092-ZN12-BLG0948","POLYGON ((-73.88125547888728 40.889952350476655, -73.88128184450866 40.88990086349187, -73.88135351289706 40.889921999548264, -73.88132714732438 40.88997348564876, -73.88125547888728 40.889952350476655))"
,,"2123971","X",,"229856","2020-08-12T21:57:45.000","X092","X092-ZN03","X-13","Active","X092-ZN03-BLG0966","POLYGON ((-73.8973492169087 40.89072105881051, -73.89740736135639 40.89056622786201, -73.89742641432045 40.89057034830779, -73.89744306283126 40.890573948834856, -73.89745996993831 40.89057760541938, -73.89747678452365 40.89058124120799, -73.89749366672399 40.890584892362526, -73.89749535589314 40.89058525765878, -73.8974372128204 40.890740088652095, -73.89742961984668 40.8907384466233, -73.8974108882987 40.890734395801296, -73.89739157550697 40.89073021929206, -73.89737288666772 40.89072617750669, -73.89735549199203 40.89072241601968, -73.8973492169087 40.89072105881051))"
,"2020-06-21T11:14:45.000","3345670","Q",,"318251","2020-08-12T21:57:44.000","B047","Q020-ZN04","Q-05A","Reopened","Q020-01-BLG0011","POLYGON ((-73.88572397494393 40.68404054647432, -73.8858476359022 40.68398357748707, -73.88587723660281 40.68402081341241, -73.88575357560231 40.68407778153068, -73.88572397494393 40.68404054647432))"
,,"5035096","R",,"344597","2020-08-12T21:57:44.000","R030","R065-ZN08","R-02","Active","R065-ZN08-BLG1328","POLYGON ((-74.15874580954167 40.60425801631105, -74.15870146650835 40.60422847374501, -74.15869746708034 40.60423196249191, -74.1586118224521 40.60417490378819, -74.15856844685361 40.604164617528056, -74.15841948313327 40.60417357874366, -74.15841456641823 40.60412610092311, -74.15845175888946 40.60412386318212, -74.15844998857175 40.60410676738533, -74.15856169943629 40.60410004670347, -74.1586055699573 40.604086421586324, -74.158647478078 40.6040957192824, -74.15866973199296 40.60412654409469, -74.15875352222977 40.60418236799786, -74.15874902758941 40.604186286079795, -74.15879383687471 40.604216139564514, -74.15874580954167 40.60425801631105))"
,,"1087579","M",,"186368","2020-08-12T21:57:44.000","M010","M010-ZN16","M-13","Active","M010-ZN16-BLG0702","POLYGON ((-73.96643150540876 40.77405930628024, -73.96646823294574 40.774007722663356, -73.96645731145678 40.774003228676854, -73.96653216154733 40.773898104125635, -73.9665435247624 40.77390278013495, -73.96657820263049 40.77385407569489, -73.96658282726162 40.77385597889824, -73.96664062629195 40.773879762618506, -73.96665137131426 40.77388418449643, -73.9666166934844 40.773932888057786, -73.96662641055295 40.77393688730432, -73.96655156175255 40.77404201101596, -73.96655078012273 40.77404168930955, -73.96653943701595 40.77403702231192, -73.96650270833346 40.77408860595095, -73.96646957669554 40.77407497170656, -73.96643150540876 40.77405930628024))"
,,"3402740","B",,"1232889","2020-08-12T21:57:44.000","B028","B028-03","B-10","Active","B028-03-BLG0001","POLYGON ((-74.01309033929077 40.613080555975735, -74.01314626404847 40.61302436337983, -74.01321185097902 40.61306227140078, -74.01315592624458 40.61311846312784, -74.01309033929077 40.613080555975735))"
,,"1089603","M",,"567500","2020-08-12T21:57:44.000","M042","M042-ZN01","M-12","Active","M042-ZN01-BLG1463","POLYGON ((-73.92140564863571 40.8702328075462, -73.92140860361104 40.8702307699516, -73.92141927640904 40.870239685755834, -73.92149879867816 40.870306118512886, -73.921435267232 40.870349940787, -73.92134507217746 40.87027459217668, -73.92140564863571 40.8702328075462))"
,,"1089222","M",,"568332","2020-08-12T21:57:44.000","M042","M042","M-12","Active","M042-BLG1451","POLYGON ((-73.92891909991933 40.86736769762804, -73.92898390445318 40.86732185670376, -73.92900519117369 40.867339199717605, -73.92905881204888 40.867301269871426, -73.92912285954205 40.86735344845602, -73.92912444055347 40.86735473622621, -73.92912373660963 40.86735523376438, -73.92907667203087 40.867388527449414, -73.92915282729565 40.86745057021255, -73.92917731287228 40.86747051847243, -73.92916545026722 40.86747891005369, -73.92910665833108 40.86752049906094, -73.92891909991933 40.86736769762804))"
,,"3049973","B",,"340037","2020-08-12T21:57:43.000","B088","BR-07","BR-07","Active","B088-BLG1036","POLYGON ((-73.94631393888511 40.68989675174932, -73.94629467231113 40.689812560064254, -73.94630578102422 40.68981108750539, -73.9463220637074 40.68980892756568, -73.94633863744609 40.68980673083831, -73.94640399532867 40.68979806413743, -73.94639281469661 40.689749205176106, -73.94648988240965 40.68973633428794, -73.94651272954002 40.689836170423796, -73.94663325827531 40.689820189137244, -73.94661867277541 40.68975645303788, -73.94666253964307 40.689750636249805, -73.94671233886899 40.6897440333424, -73.94673622142776 40.68984839319195, -73.94674105264886 40.68986950616382, -73.94673853487895 40.68986983998956, -73.94662720398843 40.689884602755356, -73.9463700729378 40.68991869641916, -73.94635489412234 40.68992070919602, -73.94633893915056 40.68992282426751, -73.94632297589507 40.689924941133945, -73.94632046521993 40.68992527405331, -73.94631393888511 40.68989675174932))"
,,"2018251","X",,"149955","2020-08-12T21:57:43.000","X104","XR-05","XR-05","Active","X104-BLG0854","POLYGON ((-73.87845934354227 40.8766494120713, -73.87829376398163 40.876560770000495, -73.87831730150201 40.87652504003241, -73.87833354398259 40.876500383777746, -73.8783435692739 40.87648516528832, -73.87835532670711 40.87646731829741, -73.878357075512 40.87646466279973, -73.878358046538 40.876465639952556, -73.87837844828361 40.87647539933547, -73.87838990797043 40.87648088097775, -73.87850671912052 40.8765367595434, -73.87851830085525 40.87652350304044, -73.87852121352694 40.87652016889682, -73.87860293839226 40.87657012393469, -73.87860043851653 40.876572840779666, -73.87859109518493 40.87658299476194, -73.87866679477443 40.876636783097084, -73.87866840278714 40.87663586268769, -73.87866787225312 40.87663468879368, -73.87866906832326 40.876632618928106, -73.87867089383393 40.87663083247763, -73.87867323944128 40.876629438286294, -73.87867596025663 40.87662851994713, -73.87867889483354 40.87662813312071, -73.87868037763248 40.87662821662398, -73.87868163148725 40.87662828727966, -73.87868834568124 40.87663382333563, -73.87872787274011 40.876666413027095, -73.87875234617728 40.87668659166925, -73.87874520037468 40.87669068318414, -73.87873110471998 40.87669875475788, -73.87878574681676 40.8767543794922, -73.87880060336256 40.87676950348734, -73.87883810474446 40.876807679442784, -73.87883359172957 40.87680967919144, -73.87881417305796 40.8768182836783, -73.87879484580515 40.87682684773597, -73.87877388953963 40.87683613317129, -73.87871364825483 40.876862826983995, -73.87862990308238 40.87677424526051, -73.87845934354227 40.8766494120713))"
,,"3335882","B",,"733762","2020-08-12T21:57:43.000","B113A","B113A","B-02","Active","B113A-BLG1006","POLYGON ((-73.99044008536553 40.698513122642616, -73.99044722840566 40.69836365260693, -73.99049021581381 40.698364842141466, -73.99074714878705 40.69837195371769, -73.99081226291906 40.69837375545601, -73.99081016499044 40.69841766336659, -73.99080734559826 40.69847666740686, -73.9908051218795 40.69852322551432, -73.99076251889902 40.698522046934364, -73.99055399657615 40.69851627573618, -73.99044008536553 40.698513122642616))"
,,"4438666","Q",,"361299","2020-08-12T21:57:43.000","Q023","Q023","Q-12","Active","Q023-BLG0486","POLYGON ((-73.80331957407871 40.70338660277558, -73.8032884361163 40.70331079652887, -73.80336522087819 40.703292529327946, -73.80335797445396 40.70327488848681, -73.80339483575727 40.70326611921384, -73.80340137610817 40.7032820415665, -73.8034368816049 40.70327359504986, -73.80346815952473 40.70334974188973, -73.80343508733625 40.703357609938976, -73.80344298934907 40.7033768485058, -73.80340417776044 40.70338608182986, -73.80339684203491 40.70336822111348, -73.80331957407871 40.70338660277558))"
"2020-05-12T14:38:54.000","2020-06-21T00:00:00.000","2109845","X","Completely Locked","919604","2020-08-12T21:57:43.000","X010A","X010A-02","X-06","Reopened","X010A-02-BLG0829","POLYGON ((-73.89460748469138 40.844558814603324, -73.8946410697038 40.844507958414596, -73.89470897679179 40.84453382045022, -73.89467539181828 40.844584676658435, -73.89460748469138 40.844558814603324))"
"2020-05-12T14:38:52.000","2020-06-21T00:00:00.000","2128273","X","Completely Locked","1226154","2020-08-12T21:57:43.000","X002","X002-07","X-14","Reopened","X002-07-BLG0924","POLYGON ((-73.87732618610819 40.84312518852023, -73.877326489296 40.843124744899306, -73.87732737086142 40.84312509342743, -73.8773955832448 40.84315203668141, -73.87735881332708 40.84320572374324, -73.87728971933755 40.843178431939386, -73.87732618610819 40.84312518852023))"
,,"1081934","M",,"445450","2020-08-12T21:57:43.000","M033","MR-04","MR-04","Active","M033-BLG1531","POLYGON ((-73.98129611724727 40.720158298966304, -73.98137612649589 40.72000301993381, -73.98136071530764 40.71999842303918, -73.98140329013913 40.71991579464711, -73.98141870249479 40.71992039153628, -73.9814976347287 40.71976720322439, -73.9815395189148 40.719779696416246, -73.98161792739366 40.719803083493694, -73.9815389953937 40.71995627188737, -73.98155541490392 40.719961169689995, -73.98151284023201 40.72004379813781, -73.98149641952106 40.72003890032897, -73.98146339895932 40.72010298519546, -73.98145054313912 40.72012793444843, -73.98141640932602 40.720194179444114, -73.9813252544212 40.720166990012856, -73.98129611724727 40.720158298966304))"
,,"1089147","M",,"197632","2020-08-12T21:57:43.000","M014","M014","M-10","Active","M014-BLG0678","POLYGON ((-73.94127042806909 40.8259249842595, -73.94123361562893 40.82590940674302, -73.94122219565867 40.82590457426648, -73.94125344514664 40.82586196253069, -73.94126152456158 40.82586538132559, -73.94129773736775 40.82588070458827, -73.94133973187195 40.825898474725726, -73.94130848242123 40.82594108738517, -73.94127042806909 40.8259249842595))"
,,"1083333","M",,"203589","2020-08-12T21:57:42.000","M071","M071","M-14","Active","M071-BLG1495","POLYGON ((-73.98197543209479 40.7873316770386, -73.98200269837248 40.78726590330536, -73.98219490987557 40.787311934352665, -73.98216764376889 40.787377708130904, -73.98197543209479 40.7873316770386))"
,,"1083821","M",,"197917","2020-08-12T21:57:42.000","M010","M010-ZN34","M-13","Active","M010-ZN34-BLG0697","POLYGON ((-73.96208695430427 40.789478546944615, -73.96193281127935 40.78950067456827, -73.96193384077665 40.78950499461032, -73.9618905136875 40.789510960517404, -73.96188973831512 40.78950770855282, -73.96173594404179 40.78952887699514, -73.96171161582708 40.789426826873374, -73.961699379056 40.78937549966783, -73.96175373274383 40.78936801474536, -73.9617561072933 40.78937797957414, -73.96182073878892 40.789369078840906, -73.96181946345237 40.78936372854345, -73.96193294235397 40.789348101869685, -73.96193415150884 40.78935317478979, -73.96199625793925 40.789344621617886, -73.96199403346269 40.789335291696496, -73.96204981725569 40.789327609896304, -73.96205582643685 40.78935281418955, -73.96207010357668 40.78941270128848, -73.96207501116588 40.7894332847485, -73.96208695430427 40.789478546944615))"
"2020-05-12T14:38:46.000","2020-06-23T00:00:00.000","3021055","B","Completely Locked","766486","2020-08-12T21:57:42.000","B111","B111","B-06","Reopened","B111-BLG1074","POLYGON ((-73.98452786682509 40.67303401663767, -73.98459884915026 40.672945736957644, -73.98462313995472 40.672957059681856, -73.98466085285139 40.67291015508219, -73.98470861254991 40.67293241587021, -73.98460108037506 40.67306615413798, -73.98452786682509 40.67303401663767))"
,,"3347261","B",,"10343","2020-08-12T21:57:42.000","B068","B073-ZN28","B-14","Active","B073-ZN28-BLG1166","POLYGON ((-73.9656528277469 40.65188434675746, -73.96575202697036 40.6518449886086, -73.96578211564271 40.65188897973456, -73.96568291755393 40.65192833790952, -73.9656528277469 40.65188434675746))"
