"approx_date_closed","approx_date_reopened","bin","borough","closuretype","doittid","editdate","gispropnum","omppropid","parkdistrict","status","system","polygon"
"2020-05-12T14:31:03.000","2020-06-25T13:12:13.000","4539792","Q",,"805257","2020-08-12T21:56:41.000","Q426","Q426","Q-12","Reopened","Q426-BLG0550","POLYGON ((-73.775075181657 40.6800441689772, -73.77514677202791 40.68001969055831, -73.77518068617039 40.68007717831369, -73.77510909457035 40.68010165585066, -73.775075181657 40.6800441689772))"
"2020-05-12T14:31:02.000","2020-06-21T11:31:06.000","4524097","Q",,"963528","2020-08-12T21:56:41.000","Q364","Q364","Q-11","Reopened","Q364-BLG0549","POLYGON ((-73.77146139651212 40.757095044560764, -73.77149102668454 40.75704377617895, -73.771558739378 40.75706640426912, -73.77152910924771 40.757117672668166, -73.77146139651212 40.757095044560764))"
"2020-05-12T14:31:00.000","2020-06-22T14:46:18.000","4462113","Q","Completely Locked","984872","2020-08-12T21:56:41.000","Q342","Q342","Q-08","Reopened","Q342-BLG0547","POLYGON ((-73.80541639748289 40.735728397499535, -73.80542007109834 40.73572835778072, -73.80542373933679 40.735728537777206, -73.80542737615882 40.735728935643834, -73.80543096144436 40.735729549545745, -73.8054344727134 40.735730374942264, -73.80543788748341 40.73573140819354, -73.80544118565001 40.73573264206136, -73.80544434592768 40.73573406840535, -73.80544734939842 40.735735679088826, -73.80544744511403 40.735735739584705, -73.80545017714977 40.735737464174335, -73.80545281264182 40.73573941192729, -73.80545523814844 40.735741511511584, -73.80545744068687 40.73574374939777, -73.8054594049064 40.7357461120522, -73.80546112019705 40.735748584148276, -73.80546257476246 40.73575115125791, -73.80546376036298 40.73575379715812, -73.80546466876153 40.7357565047252, -73.80546529526471 40.73575925954308, -73.80546563519245 40.73576204269324, -73.80546568740813 40.73576483796446, -73.80546545196425 40.73576762734674, -73.80546492891074 40.73577039373036, -73.80546412184641 40.735773120912334, -73.80546303555933 40.73577579089044, -73.80546167838101 40.735778388370164, -73.80546005628062 40.735780896251825, -73.80545818113868 40.73578330014732, -73.80545606365453 40.735785584766106, -73.80545371689263 40.735787735722, -73.80545115509594 40.73578974043195, -73.80544839487769 40.73579158541639, -73.80544545284351 40.7357932598972, -73.80544234796376 40.73579475400079, -73.80543909684137 40.73579605784965, -73.80543572199052 40.73579716427765, -73.8054322435603 40.73579806521428, -73.80542868287326 40.735798756193, -73.80542506243559 40.73579923274928, -73.80542140238344 40.73579949131511, -73.805417728764 40.735799531033926, -73.80541406170558 40.735799351039304, -73.8054104236985 40.73579895226975, -73.80540848196124 40.73579862030252, -73.80540683840948 40.73579833836721, -73.80540332832364 40.735797512071315, -73.80539991354817 40.73579647971956, -73.80539661537915 40.735795245850575, -73.80539345510223 40.7357938186048, -73.80539045163013 40.73579220791992, -73.80538762387818 40.73579042283295, -73.80538498957245 40.73578847418004, -73.80538256288243 40.7357863745922, -73.805380361529 40.73578413670663, -73.80537839731116 40.73578177405091, -73.80537668202268 40.735779301953606, -73.80537522864384 40.73577673484485, -73.80537404304646 40.735774088943785, -73.80537313465399 40.735771380475484, -73.8053725081518 40.73576862655757, -73.80537216822792 40.73576584340718, -73.80537211720002 40.73576304813788, -73.80537235264781 40.73576025875582, -73.80537287689154 40.73575749147408, -73.80537368395679 40.735754765193285, -73.80537477024714 40.735752095215965, -73.80537612504486 40.73574950313632, -73.80537774596377 40.735746995253855, -73.80537962110763 40.73574459135963, -73.80538173859303 40.73574230674225, -73.80538408535568 40.73574015578781, -73.80538664596865 40.735738151077314, -73.80538940618895 40.73573630519384, -73.80539234822206 40.73573463071446, -73.8053954531001 40.7357331366122, -73.80539870303906 40.735731831862076, -73.80540207788722 40.73573072543509, -73.80540555631433 40.73572982449936, -73.80540911700062 40.735729132620854, -73.80541273861576 40.73572865696759, -73.80541639748289 40.735728397499535))"
"2020-05-12T14:31:01.000","2020-06-25T13:12:39.000","4590138","Q",,"732523","2020-08-12T21:56:41.000","Q351","Q351","Q-12","Reopened","Q351-BLG0548","POLYGON ((-73.77460673113914 40.70642995833674, -73.77465569515108 40.706386906959544, -73.77471244696146 40.70642428583221, -73.77466348177232 40.70646733813148, -73.77460673113914 40.70642995833674))"
"2020-05-12T14:30:58.000","2020-06-19T13:57:28.000","4523902","Q",,"954231","2020-08-12T21:56:40.000","Q320","Q320","Q-08","Reopened","Q320-BLG0546","POLYGON ((-73.81618815138296 40.729828910987635, -73.8162607092459 40.72981604412857, -73.8162770271883 40.72986929663933, -73.81620446927059 40.72988216350855, -73.81618815138296 40.729828910987635))"
"2020-05-12T14:30:58.000","2020-06-23T11:10:37.000","4524659","Q",,"951328","2020-08-12T21:56:40.000","Q318","Q318","Q-13","Reopened","Q318-BLG0545","POLYGON ((-73.70954159901862 40.74483029394283, -73.70961442236221 40.74481503019638, -73.70963474083655 40.74487110314839, -73.70956191743639 40.74488636690756, -73.70954159901862 40.74483029394283))"
"2020-05-12T14:30:57.000","2020-06-21T11:32:42.000","4524205","Q","Completely Locked","926572","2020-08-12T21:56:40.000","Q317","Q317","Q-11","Reopened","Q317-BLG0544","POLYGON ((-73.75821518649114 40.74631672298539, -73.7582854884096 40.7462973321813, -73.75831126195799 40.746351380839045, -73.75824095998676 40.74637077255922, -73.75821518649114 40.74631672298539))"
"2020-05-12T14:30:56.000","2020-06-22T00:00:00.000","4524004","Q",,"971482","2020-08-12T21:56:40.000","Q314","Q314","Q-08","Reopened","Q314-BLG0543","POLYGON ((-73.7961531092173 40.73446457354704, -73.79615827387174 40.73440820713715, -73.79623432505079 40.734412239140646, -73.79622916046034 40.73446860555389, -73.7961531092173 40.73446457354704))"
"2020-05-12T14:30:55.000","2020-06-23T11:10:59.000","4526677","Q","Completely Locked","966546","2020-08-12T21:56:40.000","Q405","Q405","Q-12","Reopened","Q405-BLG0538","POLYGON ((-73.753082701301 40.706691864965904, -73.75315324264184 40.70667523156424, -73.75317554575732 40.70673000998323, -73.75310500554735 40.706746643401004, -73.753082701301 40.706691864965904))"
"2020-05-12T14:30:54.000","2020-06-21T12:00:00.000","4268822","Q",,"808673","2020-08-12T21:56:39.000","Q210","Q210","Q-12","Reopened","Q210-BLG0535","POLYGON ((-73.77019894187033 40.68464549218429, -73.77024286779415 40.684601004310224, -73.77030132268578 40.68463445094289, -73.770257396779 40.68467893883908, -73.77019894187033 40.68464549218429))"
"2020-05-12T14:30:53.000","2020-06-23T10:55:44.000","4523885","Q","Completely Locked","1169694","2020-08-12T21:56:39.000","Q212","Q212","Q-08","Reopened","Q212-BLG0534","POLYGON ((-73.8239019283906 40.72188276108602, -73.82396936123676 40.72186694496503, -73.82398978736437 40.72191735529798, -73.823922354472 40.72193317143079, -73.8239019283906 40.72188276108602))"
"2020-05-12T14:30:52.000","2020-06-23T11:10:37.000","4166562","Q",,"135431","2020-08-12T21:56:39.000","Q358","Q358","Q-13","Reopened","Q358-BLG0531","POLYGON ((-73.73164882965115 40.732298069002745, -73.73167145671587 40.732243685753254, -73.73174225360601 40.732260731707825, -73.73171962659329 40.7323151149711, -73.73164882965115 40.732298069002745))"
,,"4618295","Q",,"1283711","2020-08-12T21:56:39.000","Q387A","Q387A","Q-11","Active","Q387A-BLG0529","POLYGON ((-73.78495488392456 40.77309512848053, -73.78490933455662 40.77307931883289, -73.78489158637883 40.77304354643343, -73.7849142690509 40.77300713540805, -73.78496132029137 40.772994714303685, -73.78500969223855 40.773009815096614, -73.78502467309659 40.77304679349505, -73.78500469676952 40.77308073770365, -73.78495488392456 40.77309512848053))"
"2020-05-12T14:30:50.000","2020-06-21T13:07:44.000","4536339","Q","Completely Locked","167809","2020-08-12T21:56:39.000","Q211","Q211","Q-07","Reopened","Q211-BLG0527","POLYGON ((-73.82609292214661 40.7559190830143, -73.82610135622683 40.75591586202619, -73.8261362296322 40.7559686690658, -73.82612930574017 40.755971313309885, -73.82606734986511 40.75599497335202, -73.8260324753164 40.755942166290005, -73.82609292214661 40.7559190830143))"
,,"4584794","Q",,"440659","2020-08-12T21:56:39.000","Q051","Q051","Q-12","Active","Q051-BLG0525","POLYGON ((-73.77806364320543 40.693337916775825, -73.77811386604567 40.693315120705904, -73.77811502293557 40.69331659798118, -73.77818097884636 40.693400776562484, -73.7781321102902 40.69342296022019, -73.77813075832769 40.69342357356656, -73.77806364320543 40.693337916775825))"
"2020-05-12T14:30:48.000","2020-06-25T13:18:55.000","4591001","Q",,"804276","2020-08-12T21:56:39.000","Q337","Q337","Q-09","Reopened","Q337-BLG0524","POLYGON ((-73.83945331815966 40.69023262773226, -73.83952419807247 40.69021291977283, -73.83954194937276 40.69024991155456, -73.83954953017725 40.69026570724665, -73.83947864903494 40.69028541431938, -73.83946542268156 40.69025785362727, -73.83945331815966 40.69023262773226))"
"2020-05-12T14:30:46.000","2020-06-21T11:31:06.000","4524149","Q",,"980518","2020-08-12T21:56:38.000","Q293","Q293","Q-11","Reopened","Q293-BLG0522","POLYGON ((-73.77619758952493 40.74784981030695, -73.77626409489268 40.74783121972664, -73.77628954136142 40.74788387239691, -73.77622303594819 40.74790246299171, -73.77619758952493 40.74784981030695))"
"2020-05-12T14:30:45.000","2020-06-25T13:22:15.000","4519910","Q",,"1243105","2020-08-12T21:56:38.000","Q362","Q362","Q-03","Reopened","Q362-BLG0520","POLYGON ((-73.87826740495602 40.7572447614375, -73.87833812388226 40.75723504854832, -73.87835230501221 40.75729474905482, -73.87828158602461 40.757304461952614, -73.87826740495602 40.7572447614375))"
"2020-05-12T14:30:44.000",,"4458217","Q","Completely Locked","425039","2020-08-12T21:56:38.000","Q361","Q361","Q-04","UnderConstruction","Q361-BLG0519","POLYGON ((-73.88231269738861 40.742331454040446, -73.88234903822905 40.74229386435309, -73.88240769453392 40.742326669421324, -73.88236304719577 40.74237285049205, -73.88231979686107 40.742348660993066, -73.88230439087225 40.74234004540128, -73.88231269738861 40.742331454040446))"
"2020-05-12T14:30:43.000","2020-06-21T09:45:00.000","4050529","Q","Completely Locked","504828","2020-08-12T21:56:38.000","Q357B","Q357B","Q-06","Reopened","Q357B-BLG0518","POLYGON ((-73.85719054703715 40.73549327651133, -73.857254672122 40.735474142755194, -73.85728012922452 40.735523506892626, -73.8572160029156 40.7355426406614, -73.85719054703715 40.73549327651133))"
"2020-05-12T14:30:41.000","2020-06-22T00:00:00.000","4546276","Q","Completely Locked","438752","2020-08-12T21:56:38.000","Q354","Q354","Q-08","Reopened","Q354-BLG0517","POLYGON ((-73.80838419835686 40.72634877015974, -73.8084573151658 40.72634120595195, -73.80846721146125 40.72639657232878, -73.80839409341162 40.72640413564028, -73.80838419835686 40.72634877015974))"
"2020-05-12T14:30:40.000","2020-06-25T13:15:30.000","4524226","Q","Completely Locked","947231","2020-08-12T21:56:38.000","Q349","Q349","Q-11","Reopened","Q349-BLG0516","POLYGON ((-73.75652130631156 40.73857814124049, -73.75659344215617 40.73855825645843, -73.75661890103262 40.73861169074964, -73.75654676513781 40.73863157554749, -73.75652130631156 40.73857814124049))"
"2020-05-12T14:30:39.000","2020-06-21T11:27:31.000","4524456","Q",,"974756","2020-08-12T21:56:37.000","Q346","Q346","Q-11","Reopened","Q346-BLG0515","POLYGON ((-73.72808032160808 40.756883213998876, -73.72815733787534 40.75686646259061, -73.72817826361818 40.75692209411183, -73.7281012461113 40.75693884463067, -73.72808032160808 40.756883213998876))"
"2020-05-12T14:30:38.000","2020-06-21T16:56:33.000","4585410","Q","Completely Locked","728167","2020-08-12T21:56:37.000","Q345","Q345","Q-14","Reopened","Q345-BLG0514","POLYGON ((-73.74910510561828 40.61100224906833, -73.74910654063952 40.611001485853926, -73.74912987337751 40.61102695770127, -73.74914922730693 40.6110480875343, -73.74908798307213 40.61108066993068, -73.74908751538841 40.61108091835517, -73.74907991786309 40.611072623243906, -73.74904617972867 40.611035791059464, -73.7490448287464 40.61103431575148, -73.74908928485281 40.61101066596081, -73.74910510561828 40.61100224906833))"
"2020-05-12T14:30:37.000","2020-06-19T13:55:40.000","4523931","Q",,"922479","2020-08-12T21:56:37.000","Q344","Q344","Q-08","Reopened","Q344-BLG0513","POLYGON ((-73.80603756884943 40.730840173385666, -73.80604238661735 40.73078410580488, -73.80611578134614 40.73078775580563, -73.8061109636397 40.730843823389435, -73.80603756884943 40.730840173385666))"
"2020-05-12T14:30:36.000","2020-06-23T12:30:57.000","4610410","Q","Completely Locked","1268613","2020-08-12T21:56:37.000","Q343","Q343","Q-07","Reopened","Q343-BLG0512","POLYGON ((-73.80826898768044 40.79189687258027, -73.80827677045426 40.791839042650686, -73.80835290977164 40.79184496040981, -73.8083451282455 40.791902791246905, -73.80826898768044 40.79189687258027))"
"2020-06-02T17:00:30.000","2020-06-21T00:00:00.000","2114529","X",,,"2020-08-12T21:58:09.000","X010",,,"Reopened","X010-ZN09-BLG0785","POLYGON ((-73.897987900076 40.84074326265522, -73.8979408835594 40.84072800992314, -73.89793772686187 40.84073362170833, -73.89784977241573 40.840705089146226, -73.89786019964671 40.840686549109876, -73.89753818860852 40.840582086288585, -73.89753560021396 40.84058668731331, -73.89752765667951 40.84060080900342, -73.897527036859 40.84060060764269, -73.89749058712759 40.840588783288524, -73.89740557572955 40.84056120482408, -73.89740981205308 40.84055367506129, -73.89736038289067 40.840537639217835, -73.89732728119725 40.840526901085155, -73.89747550948186 40.840263369255666, -73.89747582931649 40.840262799527395, -73.89755427360818 40.84028824784424, -73.89755896668623 40.840289770245, -73.89756275711605 40.84028303071381, -73.89756306386973 40.84028248528702, -73.89768465376109 40.840321930379424, -73.89767754018831 40.84033457600686, -73.89773811891295 40.84035422807833, -73.89799498988225 40.840437559401806, -73.89799966638924 40.84043907636697, -73.89800612955398 40.84042758637884, -73.89809064683162 40.8404550045772, -73.89809385141481 40.84045604387685, -73.89809097770998 40.840461155242, -73.89811003573655 40.84046733775966, -73.89811388384487 40.84046858564126, -73.89813885066049 40.840424196240335, -73.8981349764823 40.84042293933159, -73.8981258640459 40.84041998306692, -73.8981260376344 40.84041967345039, -73.89814223947964 40.840390866555396, -73.8981445386239 40.8403916123936, -73.89815995711383 40.84039661384318, -73.89817534834702 40.8404016071622, -73.8981904207842 40.840406496640995, -73.89821207067664 40.840413519789266, -73.89821248902679 40.840413655232524, -73.89821291922713 40.84041379518874, -73.89821327239476 40.84041390986309, -73.89821443381932 40.84041428639391, -73.89818957406571 40.84045848410058, -73.8981806569309 40.84047433932744, -73.89817155788397 40.840490516769734, -73.89813219742719 40.8404777472315, -73.89811234903733 40.84051303535915, -73.8981046255873 40.84052676827019, -73.89815857737317 40.840544270189774, -73.89812964179347 40.84059571595992, -73.89811406326795 40.840590662136485, -73.89808255948552 40.84064667383062, -73.89808063813057 40.840650089506646, -73.89809659472374 40.84065526613573, -73.89806550108801 40.84071054788657, -73.89803261370491 40.84069987858368, -73.89801543523498 40.8406943064492, -73.897987900076 40.84074326265522))"
"2020-05-12T14:30:35.000","2020-06-25T13:13:59.000","4527852","Q",,"954915","2020-08-12T21:56:37.000","Q330","Q330","Q-12","Reopened","Q330-BLG0511","POLYGON ((-73.75611994734744 40.685903910109204, -73.75618651062663 40.685879361682105, -73.7562198668866 40.68593177311162, -73.75615330356739 40.68595632155788, -73.75611994734744 40.685903910109204))"
,,"3339260","B",,"775176","2020-08-12T21:58:03.000","B073","B073-ZN03","B-19","Active","B073-ZN03-BLG1243","POLYGON ((-73.97369134840345 40.66708028834739, -73.97367583175036 40.66707258989047, -73.97365304490769 40.66709921922922, -73.973634547421 40.667090042337634, -73.97361939094498 40.66709564547427, -73.9736006924563 40.66708636767338, -73.97359580132843 40.667070818245335, -73.97358117621839 40.66706356213354, -73.97360162629879 40.667039662636576, -73.97360087665727 40.667039290551514, -73.9735877744843 40.667032790322715, -73.97358366425628 40.66703425902072, -73.97357928224531 40.66703516573431, -73.97357476091697 40.667035483478415, -73.97357023509572 40.667035201477795, -73.97356584196302 40.66703432966967, -73.97356171041595 40.667032893298064, -73.9735579681616 40.667030935617184, -73.97355472397864 40.66702851608602, -73.97355207836257 40.66702570586856, -73.97355010815018 40.667022591432, -73.97354887480215 40.6670192637426, -73.973548413757 40.66701582456681, -73.9735487391658 40.66701237566611, -73.97354984152562 40.66700902239881, -73.9735516865008 40.66700586381357, -73.97355422201716 40.6670029962537, -73.97356560657025 40.66698969194842, -73.97358590363068 40.66699976257608, -73.97363355020956 40.66694408200757, -73.97364504122294 40.666930652547045, -73.97363510032885 40.66691195285968, -73.97366739037902 40.66687421693664, -73.97369397999144 40.66686680096868, -73.97370303124654 40.666871292109356, -73.97370860518058 40.66686477725099, -73.97374538767238 40.66682179232532, -73.97367650241844 40.66678761461576, -73.973668228486 40.6667972833615, -73.97350945295437 40.66671850760737, -73.97349404991601 40.66671086588421, -73.97349656653064 40.66670792537937, -73.97355081863432 40.66664452354111, -73.973569765295 40.66665392387781, -73.97372499710434 40.666730941833634, -73.97369889159938 40.66676144984662, -73.9737712329851 40.66679734111203, -73.97388324511051 40.66685291581414, -73.9739156369432 40.66686898656422, -73.97384737506027 40.666948758566896, -73.97386060208832 40.66696863775776, -73.97385607408592 40.666973929060106, -73.97385826919634 40.66697657077176, -73.97385976881401 40.66697948248009, -73.97386051858022 40.66698255611083, -73.97386049133672 40.66698568359598, -73.97385968712851 40.6669887496695, -73.97385813674671 40.66699164537597, -73.97385589463373 40.666994264466936, -73.97385304361029 40.66699651420794, -73.97384968304938 40.66699831267462, -73.97384593833546 40.666999595058314, -73.97384194194126 40.667000315462815, -73.9738378393415 40.66700044600519, -73.97383377836594 40.66699998491802, -73.97382689466015 40.66700802765962, -73.97380006957408 40.66701566873354, -73.97377849082288 40.66704088636369, -73.97376817909978 40.66703576998366, -73.97373401842556 40.66707569105901, -73.97373883789545 40.667078082128185, -73.97374028659173 40.667081159521295, -73.97374103629585 40.667084379936846, -73.97374106575707 40.66708764971641, -73.97374037382848 40.66709087790753, -73.97373897946822 40.66709397266198, -73.97373692410328 40.66709684573861, -73.97373426571434 40.66709941610425, -73.9737310776538 40.66710160993324, -73.97372745219116 40.66710336601162, -73.97372349223538 40.667104633933896, -73.97371931015094 40.66710537770512, -73.97371502302641 40.66710557754069, -73.9737107538585 40.66710522626456, -73.97370662327211 40.66710433380992, -73.9737027483377 40.667102926318556, -73.97369923902454 40.66710104343833, -73.97369619583556 40.66709873832266, -73.97369370389482 40.66709607582823, -73.97369183412972 40.66709313341558, -73.97369064090894 40.667089993044186, -73.97369015494577 40.66708674387211, -73.97369039394329 40.66708347775602, -73.97369134840345 40.66708028834739))"
